"Movie_ID","Movie","Release_date","Distributor","MPAA_rating","Runtime","Production_budget","Genre1","Genre2","Genre3","imdb.com_rating","Country","Opening_revenues","Opening_screens","Opening_revenues_indexed","Opening_screens_indexed","Opening_revenues_indexed_transformed","Opening_screens_indexed_transformed"
230,"Kick-Ass 2","8/16/2013","Uni.","R",103,28,"Action","Comedy","Crime",6.6,"Netherlands",213806,68,0.0881143,0.268774704,-2.336879821,-1.00084812
230,"Kick-Ass 2","8/16/2013","Uni.","R",103,28,"Action","Comedy","Crime",6.6,"USA",13332955,2940,0.076562559,0.691276746,-2.48999489,0.806094986
231,"Killer Elite","9/23/2011","ORF","R",100,70,"Action","Crime","Thriller",6.5,"Netherlands",148765,38,0.038743216,0.159663866,-3.211285907,-1.660731207
231,"Killer Elite","9/23/2011","ORF","R",100,70,"Action","Crime","Thriller",6.5,"USA",9352008,2986,0.055275369,0.682514286,-2.838566088,0.765350635
232,"Killers","6/4/2010","LGF","PG-13",100,75,"Action","Comedy","Romance",5.4,"Netherlands",191873,70,0.063051387,0.291666667,-2.698678377,-0.887303195
232,"Killers","6/4/2010","LGF","PG-13",100,75,"Action","Comedy","Romance",5.4,"USA",15837266,2859,0.123610361,0.639883617,-1.958676417,0.574859045
233,"Killing Them Softly","11/30/2012","Wein.","R",97,15,"Crime","Thriller"," ",6.2,"Netherlands",209975,52,0.055181547,0.187725632,-2.8403642,-1.464856684
233,"Killing Them Softly","11/30/2012","Wein.","R",97,15,"Crime","Thriller"," ",6.2,"USA",6812900,2424,0.032842954,0.550408719,-3.382623647,0.202322224
234,"Knight & Day","6/23/2010","Fox","PG-13",130,117,"Action","Comedy","Romance",6.3,"Netherlands",756546,106,0.248608583,0.441666667,-1.106047006,-0.234400706
234,"Knight & Day","6/23/2010","Fox","PG-13",130,117,"Action","Comedy","Romance",6.3,"USA",20139985,3098,0.157193219,0.693375112,-1.679261988,0.815946002
235,"Knowing","3/20/2009","Sum.","PG-13",122,50,"Drama","Mystery","Sci-Fi",6.2,"Netherlands",329091,57,0.092209577,0.2375,-2.286949546,-1.166434885
235,"Knowing","3/20/2009","Sum.","PG-13",122,50,"Drama","Mystery","Sci-Fi",6.2,"USA",24604751,3332,0.172254968,0.770404624,-1.569729422,1.210597339
236,"Labor Day","1/31/2014","Par.","PG-13",111,18,"Drama"," "," ",6.9,"Netherlands",NA,NA,NA,NA,NA,NA
