"Movie_ID","Movie","Release_date","Distributor","MPAA_rating","Runtime","Production_budget","Genre1","Genre2","Genre3","imdb.com_rating","Country","Opening_revenues","Opening_screens","Opening_revenues_indexed","Opening_screens_indexed","Opening_revenues_indexed_transformed","Opening_screens_indexed_transformed"
236,"Labor Day","1/31/2014","Par.",NA,111,18,"Drama"," "," ",6.9,"USA",5175282,2584,0.042455968,0.59759482,-3.115904224,0.395453473
237,"Land of the Lost","6/5/2009","Uni.","PG-13",93,100,"Adventure","Comedy","Sci-Fi",5.3,"Netherlands",NA,NA,NA,NA,NA,NA
237,"Land of the Lost","6/5/2009","Uni.","PG-13",93,100,"Adventure","Comedy","Sci-Fi",5.3,"USA",18837350,3521,0.131878072,0.814104046,-1.884454376,1.47690105
238,"Larry Crowne","7/1/2011","Uni.","PG-13",99,30,"Comedy","Drama","Romance",6,"Netherlands",104257,44,0.027151894,0.18487395,-3.578781165,-1.483668525
238,"Larry Crowne","7/1/2011","Uni.","PG-13",99,30,"Comedy","Drama","Romance",6,"USA",13096065,2973,0.077404748,0.679542857,-2.478142499,0.751671755
239,"Last Vegas","11/1/2013","CBS","PG-13",90,28,"Comedy"," "," ",6.6,"Netherlands",303032,75,0.124886357,0.296442688,-1.946949574,-0.864295437
239,"Last Vegas","11/1/2013","CBS","PG-13",90,28,"Comedy"," "," ",6.6,"USA",16334566,3065,0.093798874,0.720667764,-2.268108422,0.947776348
240,"Lawless","8/29/2012","Wein.","R",115,NA,"Crime","Drama"," ",7.3,"Netherlands",58086,32,0.015265033,0.115523466,-4.166807745,-2.035522308
240,"Lawless","8/29/2012","Wein.","R",115,NA,"Crime","Drama"," ",7.3,"USA",10001982,2888,0.048216565,0.655767484,-2.982634885,0.644488934
241,"Leap Year","1/8/2010","Uni.","PG",97,19,"Comedy","Romance"," ",6.4,"Netherlands",21048,10,0.006916583,0.041666667,-4.966892755,-3.135494216
241,"Leap Year","1/8/2010","Uni.","PG",97,19,"Comedy","Romance"," ",6.4,"USA",9202815,2511,0.071828262,0.561996419,-2.558938766,0.249268392
242,"Lee Daniels The Butler;8/16/2013;Wein.;PG-13;132;30;Biography;Drama; ;7.1;UnitedKingdom;1279840;284;0.05675727;0.271770335;-2.810539898;-0.98565912

242;Lee Daniels The Butler","8/16/2013","Wein.","PG-13",132,30,"Biography","Drama"," ",7.1,"USA",24637312,2933,0.141476188,0.689630849,-1.803082999,0.798394053
243,"Left Behind (2014)","10/3/2014","Free","PG-13",105,16,"Action","Sci-Fi","Thriller",3.1,"Netherlands",NA,NA,NA,NA,NA,NA
243,"Left Behind (2014)","10/3/2014","Free","PG-13",105,16,"Action","Sci-Fi","Thriller",3.1,"USA",6300147,1825,0.051683915,0.422062905,-2.909541251,-0.314310665
244,"Legion (2010)","1/22/2010","SGem","R",100,26,"Action","Fantasy","Horror",5.2,"Netherlands",NA,NA,NA,NA,NA,NA
244,"Legion (2010)","1/22/2010","SGem","R",100,26,"Action","Fantasy","Horror",5.2,"USA",17501625,2476,0.136600735,0.554162936,-1.8438149,0.217505196
245,"Les Miserables (2012)","12/25/2012","Uni.","PG-13",157,61,"Drama","Musical","Romance",7.6,"Netherlands",579930,113,0.152405926,0.407942238,-1.715854308,-0.372478609
245,"Les Miserables (2012)","12/25/2012","Uni.",NA,157,61,"Drama","Musical","Romance",7.6,"USA",27281735,2814,0.131517089,0.638964578,-1.887611112,0.570872942
246,"Let Me In","10/1/2010","Over.","R",115,20,"Drama","Horror","Mystery",7.2,"Netherlands",NA,NA,NA,NA,NA,NA
246,"Let Me In","10/1/2010","Over.","R",115,20,"Drama","Horror","Mystery",7.2,"USA",5147479,2020,0.040176236,0.45210385,-3.173474011,-0.192173853
247,"Lets Be Cops;8/13/2014;Fox;R;104;17;Comedy; ; ;6.5;UnitedKingdom;2740184;442;0.136234421;0.270501836;-1.846924324;-0.992077966

247;Lets Be Cops","8/13/2014","Fox","R",104,17,"Comedy"," "," ",6.5,"USA",17813722,3094,0.146136733,0.715541166,-1.765228361,0.922450583
248,"Letters to Juliet","5/14/2010","Sum.","PG",105,30,"Comedy","Drama","Romance",6.5,"Netherlands",124986,55,0.04107165,0.229166667,-3.150498262,-1.21302264
248,"Letters to Juliet","5/14/2010","Sum.","PG",105,30,"Comedy","Drama","Romance",6.5,"USA",13540486,2968,0.105683921,0.66427932,-2.135606511,0.682423217
249,"Life as We Know It","10/8/2010","WB","PG-13",112,38,"Comedy","Drama","Romance",6.6,"Netherlands",387089,82,0.127201317,0.341666667,-1.925933918,-0.655875786
249,"Life as We Know It","10/8/2010","WB","PG-13",112,38,"Comedy","Drama","Romance",6.6,"USA",14506464,3150,0.113223409,0.705013429,-2.058230139,0.871287017
250,"Life of Pi","11/21/2012","Fox","PG",126,120,"Adventure","Drama","Fantasy",8,"Netherlands",570267,105,0.149866484,0.379061372,-1.735648622,-0.493534127
250,"Life of Pi","11/21/2012","Fox","PG",126,120,"Adventure","Drama","Fantasy",8,"USA",22451514,2927,0.108232037,0.66462307,-2.10892855,0.683965004
251,"Lincoln","11/9/2012","BV","PG-13",145,65,"Biography","Drama","History",7.4,"Netherlands",263406,50,0.069223243,0.180505415,-2.598682772,-1.512927012
251,"Lincoln","11/9/2012","BV","PG-13",145,65,"Biography","Drama","History",7.4,"USA",944308,11,0.004552227,0.002497729,-5.387576188,-5.989872371
252,"Lockout","4/13/2012","FD","PG-13",110,20,"Action","Drama","Sci-Fi",6.1,"Netherlands",57757,16,0.015178572,0.057761733,-4.17257566,-2.791931685
252,"Lockout","4/13/2012","FD","PG-13",110,20,"Action","Drama","Sci-Fi",6.1,"USA",6231836,2308,0.030041818,0.524069028,-3.4746626,0.096350582
253,"Lone Survivor","12/25/2013","Uni.","R",121,40,"Action","Biography","Drama",7.6,"Netherlands",49019,35,0.020201841,0.138339921,-3.881572841,-1.829147001
253,"Lone Survivor","12/25/2013","Uni.","R",121,40,"Action","Biography","Drama",7.6,"USA",90872,2,0.000521819,0.000470256,-7.557667303,-7.661762348
254,"Looper","9/28/2012","TriS","R",118,30,"Action","Crime","Sci-Fi",7.5,"Netherlands",240328,74,0.063158332,0.267148014,-2.696869514,-1.009140886
254,"Looper","9/28/2012","TriS","R",118,30,"Action","Crime","Sci-Fi",7.5,"USA",20801522,2992,0.100277919,0.67938238,-2.194140393,0.750934921
255,"Lucy","7/25/2014","Uni.","R",90,40,"Action","Sci-Fi","Thriller",6.4,"Netherlands",720564,82,0.312689148,0.362831858,-0.787577107,-0.563094052
255,"Lucy","7/25/2014","Uni.","R",90,40,"Action","Sci-Fi","Thriller",6.4,"USA",43899340,3173,0.360132831,0.733811286,-0.574787669,1.014046383
256,"Machete","9/3/2010","Fox","R",105,10.5,"Action","Crime","Thriller",6.7,"Netherlands",234089,51,0.076923987,0.2125,-2.484893834,-1.309921382
256,"Machete","9/3/2010","Fox","R",105,10.5,"Action","Crime","Thriller",6.7,"USA",11416164,2670,0.08910352,0.597582811,-2.324630414,0.395403536
257,"Magic in the Moonlight","7/25/2014","SPC","PG-13",98,NA,"Comedy","Romance"," ",6.6,"Netherlands",205149,45,0.089024523,0.199115044,-2.325604113,-1.391834541
257,"Magic in the Moonlight","7/25/2014","SPC","PG-13",98,NA,"Comedy","Romance"," ",6.6,"USA",412095,17,0.003380664,0.003931545,-5.686296609,-5.534783541
258,"Magic Mike","6/29/2012","WB","R",110,7,"Comedy","Drama"," ",6.1,"Netherlands",767388,87,0.201669992,0.314079422,-1.375889395,-0.781115954
258,"Magic Mike","6/29/2012","WB","R",110,7,"Comedy","Drama"," ",6.1,"USA",39127170,2930,0.18862039,0.665304269,-1.458999544,0.687022629
259,"Maleficent","5/30/2014","BV","PG",97,180,"Action","Adventure","Family",7,"Netherlands",944206,118,0.409738718,0.522123894,-0.365045605,0.088553397
259,"Maleficent","5/30/2014","BV","PG",97,180,"Action","Adventure","Family",7,"USA",69431298,3948,0.569586921,0.913043478,0.280166001,2.351375257
260,"Mama","1/18/2013","Uni.","PG-13",100,15,"Horror"," "," ",6.2,"Netherlands",328710,40,0.135468843,0.158102767,-1.853445671,-1.672412712
260,"Mama","1/18/2013","Uni.","PG-13",100,15,"Horror"," "," ",6.2,"USA",28402310,2647,0.163096142,0.622384199,-1.635369342,0.499680308
261,"Man of Steel","6/14/2013","WB","PG-13",143,225,"Action","Adventure","Fantasy",7.2,"Netherlands",1180989,118,0.486712341,0.466403162,-0.053163154,-0.134590154
261,"Man of Steel","6/14/2013","WB","PG-13",143,225,"Action","Adventure","Fantasy",7.2,"USA",116619362,4207,0.669669757,0.989184105,0.706691803,4.515863687
262,"Man on a Ledge","1/27/2012","LG/S","PG-13",102,42,"Action","Crime","Thriller",6.6,"Netherlands",195265,56,0.05131575,0.202166065,-2.917078294,-1.372811011
262,"Man on a Ledge","1/27/2012","LG/S","PG-13",102,42,"Action","Crime","Thriller",6.6,"USA",8001932,2998,0.038574922,0.680744777,-3.215814261,0.757196606
263,"Marmaduke","6/4/2010","Fox","PG",87,50,"Comedy","Family"," ",4.2,"Netherlands",313149,77,0.102903894,0.320833333,-2.165367516,-0.749944779
263,"Marmaduke","6/4/2010","Fox","PG",87,50,"Comedy","Family"," ",4.2,"USA",11599661,3213,0.09053572,0.719113697,-2.307111252,0.940069508
264,"Marvels The Avengers;5/4/2012;BV;PG-13;142;220;Action;Sci-Fi;Thriller;8.1;UnitedKingdom;25670014;521;0.789802793;0.418138042;1.323737115;-0.330421613

264;Marvels The Avengers","5/4/2012","BV","PG-13",142,220,"Action","Sci-Fi","Thriller",8.1,"USA",207438708,4349,1,0.987511353,NA,4.370368027
265,"MIB 3","5/25/2012","Sony","PG-13",106,225,"Action","Comedy","Sci-Fi",6.8,"Netherlands",570589,104,0.149951106,0.375451264,-1.73498459,-0.508900695
265,"MIB 3","5/25/2012","Sony","PG-13",106,225,"Action","Comedy","Sci-Fi",6.8,"USA",54592779,4248,0.263175468,0.964577657,-1.029528793,3.304347556
266,"Midnight in Paris","5/20/2011","SPC","PG-13",88,17,"Comedy","Fantasy","Romance",7.7,"Netherlands",239012,41,0.062246453,0.172268908,-2.71238562,-1.569631662
266,"Midnight in Paris","5/20/2011","SPC","PG-13",88,17,"Comedy","Fantasy","Romance",7.7,"USA",599003,6,0.003540428,0.001371429,-5.639960919,-6.59052996
267,"Million Dollar Arm","5/16/2014","BV","PG",124,25,"Biography","Drama","Sport",7.1,"Netherlands",NA,NA,NA,NA,NA,NA
267,"Million Dollar Arm","5/16/2014","BV","PG",124,25,"Biography","Drama","Sport",7.1,"USA",10515659,3019,0.086266309,0.698196115,-2.360100031,0.83872261
268,"Mirror Mirror","3/30/2012","Rela.","PG",106,85,"Adventure","Comedy","Drama",5.6,"Netherlands",201528,160,0.05296167,0.577617329,-2.883771118,0.31299988
268,"Mirror Mirror","3/30/2012","Rela.","PG",106,85,"Adventure","Comedy","Drama",5.6,"USA",18132085,3603,0.087409361,0.818119891,-2.345685023,1.503661164
269,"Mission: Impossible - Ghost Protocol","12/16/2011","Par.","PG-13",132,145,"Action","Adventure","Thriller",7.4,"Netherlands",625496,110,0.162899383,0.462184874,-1.636811549,-0.151549898
269,"Mission: Impossible - Ghost Protocol","12/16/2011","Par.","PG-13",132,145,"Action","Adventure","Thriller",7.4,"USA",12785204,425,0.075567393,0.097142857,-2.504155264,-2.229381689
270,"Moms Night Out;5/9/2014;TriS;PG;98;5;Comedy; ; ;5.4;UnitedKingdom; ; ; ; ; ; 

270;Moms Night Out","5/9/2014","TriS","PG",98,5,"Comedy"," "," ",5.4,"USA",4311083,1044,0.035366421,0.241443108,-3.305985518,-1.144783933
271,"Moneyball","9/23/2011","Sony","PG-13",126,50,"Biography","Drama","Sport",7.6,"Netherlands",53793,24,0.014009437,0.100840336,-4.253915645,-2.187922185
271,"Moneyball","9/23/2011","Sony","PG-13",126,50,"Biography","Drama","Sport",7.6,"USA",19501302,2993,0.115263125,0.684114286,-2.03807273,0.772744504
272,"Monte Carlo","7/1/2011","Fox","PG",109,20,"Adventure","Comedy","Romance",5.8,"Netherlands",229513,47,0.059772606,0.197478992,-2.75557429,-1.402125826
272,"Monte Carlo","7/1/2011","Fox","PG",109,20,"Adventure","Comedy","Romance",5.8,"USA",7453944,2473,0.044056796,0.565257143,-3.077218891,0.262526024
273,"Morning Glory","11/10/2010","Par.","PG-13",102,40,"Comedy","Drama","Romance",6.5,"Netherlands",147837,50,0.048580717,0.208333333,-2.97472817,-1.335001067
273,"Morning Glory","11/10/2010","Par.","PG-13",102,40,"Comedy","Drama","Romance",6.5,"USA",9203266,2518,0.071831782,0.563563115,-2.558885968,0.255635563
274,"Mr. Poppers Penguins;6/17/2011;Fox;PG;95;55;Comedy;Family;Fantasy;6;UnitedKingdom;2485072;474;0.064815626;0.81443299;-2.669196985;1.479076095

274;Mr. Poppers Penguins","6/17/2011","Fox","PG",95,55,"Comedy","Family","Fantasy",6,"USA",18445355,3339,0.109021913,0.7632,-2.100770934,1.170304217
275,"Muppets Most Wanted","3/21/2014","BV","PG",112,50,"Adventure","Comedy","Crime",6.5,"Netherlands",206924,163,0.089794785,0.721238938,-2.316143188,0.950615474
275,"Muppets Most Wanted","3/21/2014","BV","PG",112,50,"Adventure","Comedy","Crime",6.5,"USA",17005126,3194,0.139503331,0.7386679,-1.819421264,1.039056417
276,"My Bloody Valentine 3-D","1/16/2009","LGF","R",101,15,"Horror"," "," ",5.5,"Netherlands",235476,22,0.065979143,0.091666667,-2.650160085,-2.293452609
276,"My Bloody Valentine 3-D","1/16/2009","LGF","R",101,15,"Horror"," "," ",5.5,"USA",21241456,2534,0.148708935,0.585895954,-1.744763155,0.347024959
277,"My Sisters Keeper;6/26/2009;WB;PG-13;106;30;Drama; ; ;7.4;UnitedKingdom;1524650;355;0.047189968;0.607876712;-3.005234227;0.438395786

277;My Sisters Keeper","6/26/2009","WB","PG-13",106,30,"Drama"," "," ",7.4,"USA",12442212,2606,0.087106463,0.602543353,-2.349488183,0.416073752
278,"My Soul to Take","10/8/2010","Uni.","R",107,25,"Horror","Mystery","Thriller",4.8,"Netherlands",NA,NA,NA,NA,NA,NA
278,"My Soul to Take","10/8/2010","Uni.","R",107,25,"Horror","Mystery","Thriller",4.8,"USA",6842220,2572,0.053403743,0.57564906,-2.874991825,0.304937403
279,"Nebraska","11/15/2013","Par.","R",110,12,"Adventure","Comedy","Drama",7.8,"Netherlands",89043,25,0.036696639,0.098814229,-3.267683209,-2.210469804
279,"Nebraska","11/15/2013","Par.","R",110,12,"Adventure","Comedy","Drama",7.8,"USA",140401,4,0.000806232,0.000940513,-7.12233201,-6.968144579
280,"Need for Speed","3/14/2014","BV","PG-13",130,66,"Action","Crime","Drama",6.6,"Netherlands",446153,98,0.193608342,0.433628319,-1.426732288,-0.267062785
280,"Need for Speed","3/14/2014","BV","PG-13",130,66,"Action","Crime","Drama",6.6,"USA",17844939,3115,0.146392825,0.72039778,-1.763177515,0.946435581
281,"Neighbors","5/9/2014","Uni.","R",96,18,"Comedy"," "," ",6.4,"Netherlands",840344,80,0.364667746,0.353982301,-0.555161444,-0.601579987
281,"Neighbors","5/9/2014","Uni.","R",96,18,"Comedy"," "," ",6.4,"USA",49033915,3279,0.402254854,0.758325624,-0.396078632,1.143521612
282,"New in Town","1/30/2009","LGF","PG",96,NA,"Comedy","Romance"," ",5.6,"Netherlands",167582,52,0.0469556,0.216666667,-3.010459023,-1.285198244
282,"New in Town","1/30/2009","LGF","PG",96,NA,"Comedy","Romance"," ",5.6,"USA",6741530,1941,0.047196659,0.448786127,-3.005085425,-0.205576445
283,"New Years Eve;12/9/2011;WB (NL);PG-13;117;56;Comedy;Romance; ;5.6;UnitedKingdom;2015161;431;0.052559411;0.740549828;-2.891820055;1.048828253

283;New Years Eve","12/9/2011","WB (NL)","PG-13",117,56,"Comedy","Romance"," ",5.6,"USA",13019180,3505,0.076950317,0.801142857,-2.484523084,1.393452588
284,"Night at the Museum: Battle of the Smithsonian","5/22/2009","Fox","PG",105,150,"Action","Adventure","Comedy",5.9,"Netherlands",698293,101,0.195658046,0.420833333,-1.413656024,-0.319353416
284,"Night at the Museum: Battle of the Smithsonian","5/22/2009","Fox","PG",105,150,"Action","Adventure","Comedy",5.9,"USA",54173286,4096,0.379260804,0.947052023,-0.492686912,2.884044163
285,"Nightcrawler","10/31/2014","ORF","R",117,8.5,"Crime","Thriller"," ",7.9,"Netherlands",60417,31,0.026217991,0.137168142,-3.614741625,-1.839012354
285,"Nightcrawler","10/31/2014","ORF","R",117,8.5,"Crime","Thriller"," ",7.9,"USA",10441000,2766,0.085653836,0.639685476,-2.367895219,0.573999286
286,"Nine","12/18/2009","Wein.","PG-13",110,80,"Drama","Musical","Romance",5.9,"Netherlands",78022,39,0.021861356,0.1625,-3.800930898,-1.639743262
286,"Nine","12/18/2009","Wein.","PG-13",110,80,"Drama","Musical","Romance",5.9,"USA",257232,4,0.001800851,0.000924855,-6.317693484,-6.984947775
287,"Ninja Assassin","11/25/2009","WB","R",99,40,"Action","Crime","Thriller",6.4,"Netherlands",195600,35,0.054806097,0.145833333,-2.847588652,-1.767661918
287,"Ninja Assassin","11/25/2009","WB","R",99,40,"Action","Crime","Thriller",6.4,"USA",13316158,2503,0.093224856,0.578728324,-2.274880124,0.317555214
288,"No Strings Attached","1/21/2011","Par.","R",110,25,"Comedy","Romance"," ",6.2,"Netherlands",450916,81,0.117433106,0.340336134,-2.016965726,-0.661796651
288,"No Strings Attached","1/21/2011","Par.","R",110,25,"Comedy","Romance"," ",6.2,"USA",19652921,3018,0.116159274,0.689828571,-2.029314572,0.799317979
289,"Noah","3/28/2014","Par.","PG-13",138,125,"Action","Adventure","Drama",5.8,"Netherlands",791231,103,0.343355132,0.455752212,-0.648378054,-0.177455367
289,"Noah","3/28/2014","Par.","PG-13",138,125,"Action","Adventure","Drama",5.8,"USA",43720472,3567,0.358665468,0.82493062,-0.5811611,1.550116932
290,"Non-Stop","2/28/2014","Uni.","PG-13",110,50,"Action","Mystery","Thriller",7,"Netherlands",501687,74,0.217707352,0.327433628,-1.279077159,-0.719815428
290,"Non-Stop","2/28/2014","Uni.","PG-13",110,50,"Action","Mystery","Thriller",7,"USA",28875635,3090,0.236884294,0.714616096,-1.169837854,0.917910165
291,"Notorious (2009)","1/16/2009","FoxS","R",122,20,"Biography","Drama","Music",6.6,"Netherlands",NA,NA,NA,NA,NA,NA
291,"Notorious (2009)","1/16/2009","FoxS","R",122,20,"Biography","Drama","Music",6.6,"USA",20497596,1638,0.143501259,0.378728324,-1.786509039,-0.494949344
292,"Now You See Me","5/31/2013","LG/S","PG-13",116,75,"Crime","Mystery","Thriller",7.3,"Netherlands",657104,85,0.270807455,0.335968379,-0.990529747,-0.681312723
292,"Now You See Me","5/31/2013","LG/S","PG-13",116,75,"Crime","Mystery","Thriller",7.3,"USA",29350389,2925,0.168540348,0.687749824,-1.596007596,0.78962043
293,"Oblivion","4/19/2013","Uni.","PG-13",125,120,"Action","Adventure","Mystery",7,"Netherlands",584466,77,0.240871689,0.304347826,-1.147906435,-0.826678573
293,"Oblivion","4/19/2013","Uni.","PG-13",125,120,"Action","Adventure","Mystery",7,"USA",37054485,3783,0.212780001,0.889489772,-1.308248977,2.08553993
294,"Observe and Report","4/10/2009","WB","R",106,18,"Comedy","Crime","Drama",5.8,"Netherlands",NA,NA,NA,NA,NA,NA
294,"Observe and Report","4/10/2009","WB","R",106,18,"Comedy","Crime","Drama",5.8,"USA",11017334,2727,0.07713106,0.630520231,-2.481981183,0.534449257
295,"Obsessed","4/24/2009","SGem","PG-13",105,20,"Drama","Thriller"," ",4.9,"Netherlands",NA,NA,NA,NA,NA,NA
295,"Obsessed","4/24/2009","SGem","PG-13",105,20,"Drama","Thriller"," ",4.9,"USA",28612730,2514,0.200314358,0.581271676,-1.384330781,0.327995931
296," "," "," "," ",NA,NA," "," "," ",NA,"Netherlands",NA,NA,0.105153163,0.194690265,-2.141234591,-1.419817053
296," "," "," "," ",NA,NA," "," "," ",NA,"USA",NA,NA,0.098487572,0.61239593,-2.214143461,0.457394636
297,"Oculus","4/11/2014","Rela.","R",105,5,"Sci-Fi"," "," ",7.3,"Netherlands",242316,44,0.090159392,0.2625,-2.311690307,-1.033015006
297,"Oculus","4/11/2014","Rela.","R",105,5,"Sci-Fi"," "," ",7.3,"USA",12005402,2648,0.118276485,0.791907514,-2.008853558,1.336461987
298,"Old Dogs","11/25/2009","BV","PG",88,35,"Comedy","Family"," ",5.4,"Netherlands",321774,63,0.20502938,0.351778656,-1.355151871,-0.611230058
298,"Old Dogs","11/25/2009","BV","PG",88,35,"Comedy","Family"," ",5.4,"USA",16894511,3425,0.174417103,0.728426993,-1.554640105,0.986656398
299,"Olympus Has Fallen","3/22/2013","FD","R",120,70,"Action","Thriller"," ",6.5,"Netherlands",497496,89,0.024798106,0.231092437,-3.671877227,-1.202152968
299,"Olympus Has Fallen","3/22/2013","FD","R",120,70,"Action","Thriller"," ",6.5,"USA",30373794,3098,0.030022952,0.392914286,-3.475310263,-0.435078505
300,"One Day","8/19/2011","Focus","PG-13",107,15,"Drama","Romance"," ",7,"Netherlands",95219,55,0.10602309,0.209486166,-2.132023042,-1.328025453
300,"One Day","8/19/2011","Focus","PG-13",107,15,"Drama","Romance"," ",7,"USA",5079566,1719,0.090818196,0.643075476,-2.30368542,0.588737757
301,"One Direction: This is Us","8/30/2013","TriS","PG",92,10,"Documentary","Music"," ",4,"Netherlands",257261,53,0.023799218,0.111913357,-3.71401555,-2.071344331
301,"One Direction: This is Us","8/30/2013","TriS","PG",92,10,"Documentary","Music"," ",4,"USA",15815497,2735,0.055514181,0.621480472,-2.834002169,0.495836826
302,"One For the Money","1/27/2012","LGF","PG-13",91,40,"Action","Comedy","Crime",5.3,"Netherlands",90560,31,0.100513797,0.292035398,-2.191528708,-0.885519073
302,"One For the Money","1/27/2012","LGF","PG-13",91,40,"Action","Comedy","Crime",5.3,"USA",11515790,2737,0.163054805,0.660962072,-1.635672216,0.667584476
303,"Ouija","10/24/2014","Uni.","PG-13",89,5,"Horror"," "," ",4.4,"Netherlands",231625,66,NA,NA,NA,NA
303,"Ouija","10/24/2014","Uni.","PG-13",89,5,"Horror"," "," ",4.4,"USA",19875995,2858,0.059551314,0.359221128,-2.759518731,-0.57874627
304,"Our Family Wedding","3/12/2010","FoxS","PG-13",90,NA,"Comedy","Romance"," ",4.8,"Netherlands",NA,NA,0.00943312,0.06302521,-4.654050533,-2.69912157
304,"Our Family Wedding","3/12/2010","FoxS","PG-13",90,NA,"Comedy","Romance"," ",4.8,"USA",7629862,1605,0.041442489,0.584,-3.141122898,0.339215723
305,"Our Idiot Brother","8/26/2011","Wein.","R",90,5,"Comedy","Drama"," ",6.4,"Netherlands",36221,15,0.297153634,0.466403162,-0.860889038,-0.134590154
305,"Our Idiot Brother","8/26/2011","Wein.","R",90,5,"Comedy","Drama"," ",6.4,"USA",7011631,2555,0.454280292,0.919821303,-0.183391096,2.439921554
306,"Oz The Great and Powerful","3/8/2013","BV",NA,127,215,"Adventure","Family","Fantasy",6.4,"Netherlands",721032,118,0.215062919,0.363636364,-1.294672933,-0.559615788
306,"Oz The Great and Powerful","3/8/2013","BV","PG",127,215,"Adventure","Family","Fantasy",6.4,"USA",79110453,3912,0.214105566,0.770044674,-1.300353281,1.208563478
307,"Pacific Rim","7/12/2013","WB","PG-13",131,190,"Action","Adventure","Sci-Fi",7,"Netherlands",521842,92,NA,0.173913043,NA,-1.558144618
307,"Pacific Rim","7/12/2013","WB","PG-13",131,190,"Action","Adventure","Sci-Fi",7,"USA",37285325,3275,0.116251131,0.770514931,-2.028420162,1.211221062
308,"Pain and Gain","4/26/2013","Par.","R",129,26,"Action","Comedy","Crime",6.5,"Netherlands",NA,44,NA,NA,NA,NA
308,"Pain and Gain","4/26/2013","Par.","R",129,26,"Action","Comedy","Crime",6.5,"USA",20244505,3277,0.030972786,0.579421965,-3.443183753,0.320400957
309,"Pandorum","9/25/2009","Over.","R",108,33,"Action","Horror","Mystery",6.8,"Netherlands",NA,NA,0.141022983,0.1625,-1.806819292,-1.639743262
309,"Pandorum","9/25/2009","Over.","R",108,33,"Action","Horror","Mystery",6.8,"USA",4424126,2506,0.317496383,0.719785139,-0.7653014,0.943396079
310,"Paranormal Activity 2","10/22/2010","Par.","R",91,3,"Horror"," "," ",5.7,"Netherlands",429150,39,0.121479704,0.159663866,-1.978491811,-1.660731207
310,"Paranormal Activity 2","10/22/2010","Par.","R",91,3,"Horror"," "," ",5.7,"USA",40678424,3216,0.310706076,0.759085714,-0.796820402,1.147673492
311,"Paranormal Activity 3","10/21/2011","Par.","R",81,5,"Horror"," "," ",5.8,"Netherlands",466454,38,0.13590757,0.16967509,-1.849704721,-1.587931707
311,"Paranormal Activity 3","10/21/2011","Par.","R",81,5,"Horror"," "," ",5.8,"USA",52568183,3321,0.139818968,0.774750227,-1.816794372,1.235330801
312,"Paranormal Activity 4","10/19/2012","Par.","R",95,5,"Horror"," "," ",4.5,"Netherlands",517151,47,0.118697628,0.194690265,-2.004821467,-1.419817053
312,"Paranormal Activity 4","10/19/2012","Par.","R",95,5,"Horror"," "," ",4.5,"USA",29003866,3412,0.150483733,0.663043478,-1.730812098,0.67688666
313,"Paranormal Activity: The Marked Ones","1/3/2014","Par.","R",84,5,"Horror","Thriller"," ",5,"Netherlands",273528,44,0.019931583,0.458483755,-3.895316849,-0.166448208
313,"Paranormal Activity: The Marked Ones","1/3/2014","Par.","R",84,5,"Horror","Thriller"," ",5,"USA",18343611,2867,0.067909457,0.778610354,-2.619254657,1.257586481
314,"ParaNorman","8/17/2012","Focus","PG",93,60,"Animation","Adventure","Comedy",7,"Netherlands",75843,127,0.082502837,0.134387352,-2.408816801,-1.862711205
314,"ParaNorman","8/17/2012","Focus","PG",93,60,"Animation","Adventure","Comedy",7,"USA",14087050,3429,0.040243697,0.522924994,-3.171725993,0.091764316
315,"Parker","1/25/2013","FD","R",118,35,"Action","Crime","Thriller",6.2,"Netherlands",200190,34,0.031365168,0.138655462,-3.430189711,-1.826502418
315,"Parker","1/25/2013","FD","R",118,35,"Action","Crime","Thriller",6.2,"USA",7008222,2224,0.077092938,0.640457143,-2.482516858,0.577348824
316,"Paul","3/18/2011","Uni.","R",100,40,"Adventure","Comedy","Sci-Fi",7,"Netherlands",120435,33,NA,NA,NA,NA
316,"Paul","3/18/2011","Uni.","R",100,40,"Adventure","Comedy","Sci-Fi",7,"USA",13043310,2802,0.222856541,0.726936416,-1.249096714,0.979134337
317,"Paul Blart: Mall Cop","1/16/2009","Sony","PG",87,26,"Action","Comedy","Crime",5.2,"Netherlands",NA,NA,NA,NA,NA,NA
317,"Paul Blart: Mall Cop","1/16/2009","Sony","PG",87,26,"Action","Comedy","Crime",5.2,"USA",31832636,3144,0.020514122,0.466621253,-3.865914284,-0.133713858
318,"People Like Us","6/29/2012","BV","PG-13",115,16,"Drama"," "," ",7.1,"Netherlands",NA,NA,0.147897175,0.4,-1.751189935,-0.405465108
318,"People Like Us","6/29/2012","BV","PG-13",115,16,"Drama"," "," ",7.1,"USA",4255423,2055,0.243798489,0.751119069,-1.131965872,1.104589593
319,"Percy Jackson & The Olympians: The Lightning Thief","2/12/2010","Fox","PG",120,95,"Adventure","Family","Fantasy",5.9,"Netherlands",450069,96,0.150402108,0.399209486,-1.731450741,-0.408760004
319,"Percy Jackson & The Olympians: The Lightning Thief","2/12/2010","Fox","PG",120,95,"Adventure","Family","Fantasy",5.9,"USA",31236067,3356,0.082695962,0.712673407,-2.4062682,0.908403737
320,"Percy Jackson: Sea of Monsters","8/7/2013","Fox","PG",106,90,"Adventure","Family","Fantasy",5.9,"Netherlands",364945,101,0.090927045,0.233333333,-2.302367868,-1.189584067
